Athlete,Unspecified,,,,,,,,,,,,,,,,,,,,
Date,"Mon, Apr 27 2026",,,,,,,,,,,,,,,,,,,,
Interval,7,,,,,,,,,,,,,,,,,,,,
Start Time,4:33:10.3 PM,,,,,,,,,,,,,,,,,,,,
End Time,4:44:17.7 PM,,,,,,,,,,,,,,,,,,,,
Duration,0:11:07.3,,,,,,,,,,,,,,,,,,,,
Distance,2824 m,,,,,,,,,,,,,,,,,,,,
Class,4+,,,,,,,,,,,,,,,,,,,,
Shell,1,,,,,,,,,,,,,,,,,,,,
Seat,S,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Stroke,Timestamp,Split,SPM,Speed (m/s),DPS (m),Power (W),Work (J),Peak N,Peak °,Peak %,Length (°),Connection (°),Catch (°),Release (°),Slip (°),Wash (°),Check (ms),Drive Time (s),HR (bpm),Drive %,Recovery %
45,4:34:52.8 PM,0:02:00.083000,26.5,4.16,9.5,206,465,543,-13.1,50.1,83.4,55.2,-54.9,28.5,16.8,11.5,685,0.84,,37.1,62.9
46,4:34:55.1 PM,0:01:59.638000,26.7,4.18,10,228,513,625,-10.6,52.8,82.3,57.6,-54.1,28.2,13,11.6,738,1.021,,45.4,54.6
47,4:34:57.3 PM,0:01:59.565000,26.3,4.18,9.7,209,477,571,-13,50.4,82.9,56.8,-54.8,28.1,15.9,10.3,693,0.869,,38.1,61.9
48,4:34:59.6 PM,0:01:58.812000,27.2,4.21,9.1,247,544,593,-10.4,54.1,82.1,57.1,-54.9,27.3,15,10.1,675,0.975,,44.2,55.8
49,4:35:01.8 PM,0:01:58.975000,27,4.2,9,249,554,641,-9.8,53.4,81.5,59.5,-53.3,28.2,13.9,8,667,0.961,,43.3,56.7
50,4:35:04.0 PM,0:01:59.774000,26.8,4.17,9.3,233,521,565,-10.2,52.7,83.1,58.5,-54,29.1,14.5,10,633,0.99,,44.3,55.7
51,4:35:06.3 PM,0:01:59.384000,26.3,4.19,10.4,232,529,579,-13.5,48.2,82.8,60.9,-53.4,29.4,11.5,10.4,655,1.019,,44.7,55.3
52,4:35:08.5 PM,0:01:57.210000,27.4,4.27,9.6,231,505,627,-10,52.6,82.2,58.5,-53.2,28.9,14.6,9.1,792,0.929,,42.4,57.6
53,4:35:10.7 PM,0:01:55.937000,26.3,4.31,9.6,210,478,548,-15.7,46.5,83.3,55.9,-54.5,28.8,17,10.3,703,0.9,,39.5,60.5
54,4:35:13.0 PM,0:01:54.675000,26.9,4.36,9.6,213,476,567,-8.2,54.5,81.9,55.5,-52.9,29,15.6,10.9,712,0.973,,43.6,56.4
55,4:35:15.2 PM,0:01:54.949000,26.3,4.35,10,234,533,588,-18.1,43.9,83.6,59.6,-54.8,28.8,13.2,10.8,696,0.961,,42.1,57.9
56,4:35:17.5 PM,0:01:56.415000,27,4.29,9.3,222,494,560,-13.5,49.1,82.5,57.6,-54,28.5,13.9,11,673,0.961,,43.3,56.7
57,4:35:19.7 PM,0:01:57.424000,26.2,4.26,9.6,233,535,618,-10.3,53,82.4,59.2,-54,28.4,13.1,10.2,681,0.975,,42.5,57.5
58,4:35:22.0 PM,0:01:57.731000,26.3,4.25,9.6,201,459,564,-13.2,48.4,80.1,54.6,-52,28.1,15.5,10,790,0.975,,42.7,57.3
59,4:35:24.3 PM,0:01:58.793000,26.5,4.21,9.5,202,458,555,-9.8,52.9,79.6,55.4,-51.9,27.7,14.4,9.8,721,1.004,,44.4,55.6
60,4:35:26.6 PM,0:01:59.870000,26.5,4.17,9.1,223,506,599,-11.1,52.6,82.8,58.9,-54.6,28.1,15.4,8.5,646,1.004,,44.3,55.7
61,4:35:28.8 PM,0:02:01.084000,26,4.13,9.6,229,528,597,-7.1,57.4,82.9,60.4,-54.7,28.2,13.1,9.5,676,1.02,,44.2,55.8
62,4:35:31.2 PM,0:02:02.120000,26,4.09,9.3,208,482,562,-14.2,47.2,81.8,58.2,-52.8,28.9,12.3,11.2,670,1.019,,44.1,55.9
63,4:35:33.5 PM,0:02:02.624000,26.3,4.08,9.8,227,517,579,-9.9,52.7,82.3,60.9,-53.3,29,12.4,9,680,0.991,,43.4,56.6
64,4:35:35.7 PM,0:02:02.579000,26.2,4.08,9,214,490,573,-9.4,53.2,81.6,58.8,-52.8,28.8,13.4,9.4,708,1.005,,43.8,56.2
65,4:35:38.0 PM,0:02:01.678000,25.8,4.11,10,216,503,579,-13.2,51.1,83.9,57.9,-56.1,27.9,15.6,10.4,724,0.9,,38.7,61.3
66,4:35:40.4 PM,0:01:59.827000,26,4.17,10.1,194,448,556,-11.9,48.2,81.6,54.5,-51.2,30.4,14.8,12.2,709,0.989,,42.8,57.2
67,4:35:42.7 PM,0:01:58.205000,26.5,4.23,9.3,213,482,574,-12,49.8,81.6,56.6,-52.7,28.9,12.8,12.2,657,0.944,,41.7,58.3
68,4:35:44.9 PM,0:01:57.825000,26.1,4.24,9.9,212,487,565,-12.6,50.3,82.8,59,-54.2,28.6,13.3,10.5,646,0.976,,42.5,57.5
69,4:35:47.2 PM,0:01:57.044000,25.8,4.27,10,226,524,598,-12.2,51.4,83.3,60.1,-55,28.3,12.7,10.5,766,0.915,,39.4,60.6
70,4:35:49.6 PM,0:01:56.449000,25.7,4.29,9.8,231,541,600,-15.1,48.7,84.7,61.1,-56.3,28.4,12.1,11.4,622,1.078,,46.1,53.9
71,4:35:51.9 PM,0:01:57.094000,27,4.27,9.2,214,476,577,-8.6,54.4,82,54.7,-53.2,28.8,15.9,11.4,821,1.005,,45.2,54.8
72,4:35:54.1 PM,0:01:56.554000,26.2,4.29,10.1,217,497,572,-9.9,53.3,84,56.8,-54.7,29.3,14.6,12.7,720,1.019,,44.4,55.6
73,4:35:56.4 PM,0:01:54.558000,26.3,4.36,10.1,202,462,546,-11.3,52.6,84,55,-55.5,28.5,15.8,13.2,642,0.99,,43.4,56.6
74,4:35:58.7 PM,0:01:54.182000,25.8,4.38,10,201,467,576,-12.1,50.1,81.8,53.9,-53.1,28.7,15.5,12.4,792,0.944,,40.6,59.4
75,4:36:01.0 PM,0:01:53.731000,27,4.4,9.6,187,415,535,-11.4,50.7,81.4,51.9,-52.7,28.7,17.5,12,741,0.839,,37.8,62.2
76,4:36:03.2 PM,0:01:52.392000,26.5,4.45,10.5,232,526,613,-12.8,49.9,82,57.6,-53.7,28.3,14.7,9.7,584,1.005,,44.4,55.6
77,4:36:05.5 PM,0:01:53.282000,26.3,4.41,9.1,209,476,598,-13.4,49.7,81.3,56.9,-53.8,27.5,13.3,11,621,1.02,,44.7,55.3
78,4:36:07.8 PM,0:01:54.958000,27.6,4.35,9.3,220,478,568,-10.9,51.5,80.9,55.5,-52.6,28.4,13.6,11.8,701,0.913,,42,58
79,4:36:10.0 PM,0:01:55.607000,26.8,4.32,9.8,208,465,554,-21.7,40.7,85.4,54.2,-56.5,28.9,19.6,11.6,686,0.872,,39,61
80,4:36:12.2 PM,0:01:54.776000,27,4.36,10.5,230,511,587,-9.1,55.2,83.6,56.4,-55.2,28.3,15.5,11.7,664,0.989,,44.6,55.4
81,4:36:14.4 PM,0:01:52.664000,26.7,4.44,10.4,228,513,597,-10.6,53.3,82.4,58.2,-54.4,27.9,14.2,10,670,1.02,,45.3,54.7
82,4:36:16.7 PM,0:01:50.262000,27.8,4.53,9.6,191,412,500,-18.6,43,83.9,51.8,-54.7,29.3,19.7,12.5,679,0.839,,38.8,61.2
83,4:36:18.8 PM,0:01:48.604000,27.4,4.6,9.6,184,402,514,-10.1,52.9,84.3,51.9,-54.7,29.6,19.1,13.2,707,0.855,,39,61
84,4:36:21.0 PM,0:01:50.340000,27,4.53,9.6,225,500,590,-14.1,48.1,81.9,58.3,-53.5,28.4,13.5,10.1,668,0.975,,43.9,56.1
85,4:36:23.2 PM,0:01:52.268000,27.4,4.45,10.3,210,460,557,-15.3,48,83.8,53.1,-55.5,28.3,20.6,10.1,665,0.841,,38.4,61.6
86,4:36:25.4 PM,0:01:51.133000,26,4.5,10.6,196,453,541,-15.1,44.7,79.4,54,-50.6,28.8,14.9,10.4,786,0.988,,42.8,57.2
87,4:36:27.7 PM,0:01:52.425000,26.7,4.45,9.5,191,430,529,-13.7,48.1,81.9,54.2,-53.1,28.9,17,10.7,651,0.825,,36.7,63.3
88,4:36:30.0 PM,0:01:52.836000,26.2,4.43,9.7,232,532,596,-14.7,49.1,84.1,59.5,-56,28.1,12.7,11.9,571,0.96,,41.9,58.1
89,4:36:32.3 PM,0:01:51.345000,26.3,4.49,11,210,479,556,-13.3,49.6,83.3,58,-54.6,28.7,13.6,11.8,688,0.962,,42.2,57.8
90,4:36:34.6 PM,0:01:52.450000,26.5,4.45,9.8,227,515,587,-12.7,51.1,81.6,58.4,-54.4,27.2,14.3,8.9,647,1.052,,46.4,53.6
91,4:36:36.8 PM,0:01:52.154000,26.7,4.46,9.3,211,476,581,-14.5,47.9,81.4,55.4,-53.5,27.9,14.6,11.4,688,1.02,,45.3,54.7
92,4:36:39.1 PM,0:01:52.153000,27,4.46,9.5,202,447,542,-8.6,56.7,85.8,53.2,-57.2,28.6,20.6,11.9,654,0.989,,44.6,55.4
93,4:36:41.3 PM,0:01:53.989000,27,4.39,10,181,402,504,-8.1,53.4,78.5,49.1,-50,28.5,16.6,12.8,717,0.916,,41.3,58.7
94,4:36:43.5 PM,0:01:53.485000,26.6,4.41,10.2,206,463,543,-13.1,49.1,80,54.7,-52.4,27.6,14.7,10.6,652,1.022,,45.4,54.6
95,4:36:45.8 PM,0:01:54.017000,26.7,4.39,9.4,219,491,565,-12,50.3,82.6,56.1,-53.5,29.1,16,10.5,688,1.018,,45.3,54.7
96,4:36:48.0 PM,0:01:54.081000,26.3,4.38,10,210,479,534,-8.2,54.9,82.9,58.2,-53.7,29.2,13.8,11,677,1.036,,45.4,54.6
97,4:36:50.3 PM,0:01:53.686000,26.7,4.4,10.4,191,429,535,-17.8,43.2,81.3,53.4,-52.9,28.4,14.8,13.1,713,0.869,,38.6,61.4
98,4:36:52.5 PM,0:01:54.164000,27.4,4.38,9.8,214,469,557,-12,49.7,79.6,54.2,-51.6,28,14.7,10.7,706,0.988,,45.1,54.9
99,4:36:54.7 PM,0:01:52.852000,27.8,4.43,9.3,184,397,491,-16.1,45.3,82,51.4,-53.2,28.8,19.6,11,709,0.856,,39.6,60.4
100,4:36:56.9 PM,0:01:52.815000,28,4.43,9.2,237,508,589,-2.5,63.2,84,55.8,-55.6,28.4,19.3,8.9,661,0.826,,38.5,61.5
101,4:36:59.0 PM,0:01:52.957000,27.2,4.43,10,211,466,576,-9.9,52.9,82.4,54,-53.5,28.9,18.8,9.7,802,0.825,,37.4,62.6
102,4:37:01.2 PM,0:01:53.206000,26.8,4.42,9.9,220,492,594,-16.9,43.9,81,55.9,-52.5,28.5,13.5,11.6,666,0.9,,40.3,59.7
103,4:37:03.5 PM,0:01:52.587000,27.2,4.44,9.7,208,458,574,-9.6,52.4,80.6,54.9,-51.9,28.8,15.7,10,671,1.007,,45.6,54.4
104,4:37:05.7 PM,0:01:51.463000,27.6,4.49,9.6,223,484,558,-19.5,42,82.8,57.9,-54.3,28.5,14.5,10.4,658,0.853,,39.3,60.7
105,4:37:07.9 PM,0:01:51.281000,27.6,4.49,9.3,200,435,548,-13.4,49.1,82.8,53.8,-54.1,28.7,18.5,10.5,678,0.796,,36.6,63.4
106,4:37:10.0 PM,0:01:52.620000,27.8,4.44,9.6,237,511,629,-12.9,49.6,79.8,55.3,-52.5,27.3,15.3,9.2,650,0.927,,42.9,57.1
107,4:37:12.2 PM,0:01:53.432000,27,4.41,10.2,235,522,601,-10.8,51.6,81.1,57.3,-52.6,28.4,13.4,10.4,717,0.9,,40.5,59.5
108,4:37:14.4 PM,0:01:48.322000,27,4.62,10.9,210,466,580,-8.6,53.3,79.8,54.1,-51.1,28.6,14.5,11.1,745,0.901,,40.6,59.4
109,4:37:16.6 PM,0:01:50.621000,27.2,4.52,9,219,483,620,-10.8,52.3,80.6,54.9,-53,27.6,15.8,9.9,674,0.976,,44.3,55.7
110,4:37:18.8 PM,0:01:50.992000,27.2,4.5,9.3,209,462,544,-10.1,52.8,80.7,54.9,-52.7,28,15.3,10.6,632,0.96,,43.6,56.4
111,4:37:21.0 PM,0:01:52.977000,27,4.43,9.6,198,439,546,-5.7,57.6,81.2,52.9,-52.5,28.7,17.5,10.9,711,1.007,,45.3,54.7
112,4:37:23.3 PM,0:01:56.844000,26.9,4.28,10.4,213,475,537,-10,53,80,55.5,-52.4,27.6,14.4,10,673,1.021,,45.7,54.3
113,4:37:25.5 PM,0:01:54.549000,27.6,4.36,9.4,210,456,551,-10.2,53,83.6,55,-54.6,29.1,16.1,12.5,664,0.838,,38.5,61.5
114,4:37:27.7 PM,0:01:54.354000,27,4.37,9.1,216,479,561,-12.1,49.9,80.9,57.6,-52.4,28.5,14.7,8.7,720,0.975,,43.9,56.1
115,4:37:29.9 PM,0:01:54.287000,27.2,4.37,8.9,218,480,559,-12.7,49.3,80.6,55.8,-52.4,28.2,14.5,10.2,704,0.961,,43.6,56.4
116,4:37:32.1 PM,0:01:56.974000,26.3,4.27,9.9,223,510,616,-12.8,49.9,81.8,57.6,-53.6,28.2,13,11.1,683,0.961,,42.1,57.9
117,4:37:34.4 PM,0:01:56.767000,27.2,4.28,10.4,202,444,532,-15.3,45.7,80.6,54,-52.1,28.5,14.6,12,747,1.02,,46.3,53.7
118,4:37:36.6 PM,0:01:54.526000,27.6,4.37,9.7,212,460,585,-14.4,47,80.9,53.8,-52.5,28.4,14.3,12.8,656,0.974,,44.8,55.2
119,4:37:38.8 PM,0:01:54.252000,27,4.38,8.8,215,477,588,-5.5,58.8,81.7,54.3,-53.5,28.2,16.9,10.6,690,1.005,,45.2,54.8
120,4:37:41.0 PM,0:01:54.369000,26.8,4.37,9.3,224,501,618,-15.8,46.3,82.7,56.1,-54.1,28.6,15,11.5,695,0.99,,44.3,55.7
121,4:37:43.2 PM,0:01:55.706000,27,4.32,9.4,183,406,514,-10.7,50.9,79.6,50.2,-51.2,28.4,16.3,13.1,668,0.976,,43.9,56.1
122,4:37:45.4 PM,0:01:57.557000,27,4.25,10,196,435,555,-14.7,46.8,81.3,52.5,-52.7,28.6,16.9,11.9,714,0.961,,43.3,56.7
123,4:37:47.7 PM,0:01:56.052000,27,4.31,9.3,164,365,475,-11.6,48.4,78.9,48.2,-49.7,29.2,17.1,13.6,713,0.989,,44.5,55.5
124,4:37:49.9 PM,0:01:55.421000,27.2,4.33,9.1,189,416,508,-14.1,45.9,80.4,53.1,-51.1,29.4,15.2,12.1,635,0.974,,44.2,55.8
125,4:37:52.1 PM,0:01:56.145000,26.5,4.3,9.7,202,458,540,-9.2,53,80.7,55.9,-52,28.7,15.3,9.5,651,1.02,,45.1,54.9
126,4:37:54.3 PM,0:01:56.020000,26.8,4.31,10,213,476,553,-10.7,52.4,81.8,55.2,-53.6,28.3,15.3,11.4,614,1.019,,45.6,54.4
127,4:37:56.6 PM,0:01:56.049000,27.2,4.31,9,202,446,541,-8.2,54.4,81.2,55.5,-52.4,28.8,15.3,10.4,666,0.87,,39.4,60.6
128,4:37:58.8 PM,0:01:57.162000,26.8,4.27,9,212,474,561,-11.4,50.7,83.1,55.5,-53.6,29.6,15.6,12,705,1.02,,45.6,54.4
129,4:38:01.0 PM,0:01:57.043000,27.2,4.27,9.5,194,427,549,-8.5,54.2,81.4,52.5,-52.6,28.8,15.1,13.9,586,0.961,,43.6,56.4
130,4:38:03.2 PM,0:01:57.416000,28.4,4.26,9.4,179,377,478,-9.2,52.3,78.7,50.4,-50.4,28.3,17.1,11.3,691,0.961,,45.5,54.5
131,4:38:05.3 PM,0:01:59.540000,27,4.18,9.3,199,441,565,-14.3,47.2,80.2,52.8,-52.1,28.1,15.8,11.6,739,1.005,,45.3,54.7
132,4:38:07.6 PM,0:01:57.602000,27.2,4.25,9.4,209,460,579,-14.8,47.8,82.3,53.2,-54.1,28.1,17.6,11.5,640,0.96,,43.5,56.5
133,4:38:09.8 PM,0:01:57.654000,27.4,4.25,8.7,203,445,537,-12.9,49.1,80.7,53.8,-52.5,28.2,15.8,11.1,628,0.961,,43.9,56.1
134,4:38:12.0 PM,0:01:59.576000,26.7,4.18,9.6,198,446,565,-14.2,47.6,79.9,50.8,-52.2,27.7,16.2,12.8,678,0.961,,42.7,57.3
135,4:38:14.2 PM,0:01:56.835000,27,4.28,10.6,226,501,586,-13.2,48.5,81.3,56.7,-52.6,28.7,14.5,10,631,1.006,,45.3,54.7
136,4:38:16.4 PM,0:01:55.303000,27.4,4.34,9.9,192,420,541,-8.9,53.4,79.8,52.3,-51.5,28.3,15.9,11.6,621,0.976,,44.6,55.4
137,4:38:18.6 PM,0:01:53.991000,26.7,4.39,9.2,200,449,560,-9.9,52.3,80.6,54.6,-52.1,28.5,15.7,10.3,721,0.961,,42.7,57.3
138,4:38:20.9 PM,0:01:54.226000,27,4.38,9,189,419,503,-8.8,52.9,80.1,52.4,-51.2,28.9,16.5,11.1,802,1.007,,45.4,54.6
139,4:38:23.1 PM,0:01:57.499000,26.9,4.26,9.3,185,413,520,-10.9,50.7,79.9,52.1,-51.4,28.5,17.5,10.4,678,1.003,,44.9,55.1
140,4:38:25.3 PM,0:01:59.869000,27,4.17,9.4,207,460,554,-10.9,51.4,80.4,56.1,-52.2,28.1,14.1,10.2,682,0.974,,43.9,56.1
141,4:38:27.5 PM,0:02:00.941000,26.8,4.13,9.5,199,445,529,-6.2,55.7,78.9,53.2,-50.2,28.8,15.4,10.4,705,1.02,,45.6,54.4
142,4:38:29.8 PM,0:02:00.634000,27,4.14,8.8,194,430,510,-12,50.2,81.4,56.1,-52.9,28.6,14.2,11.1,674,1.021,,46,54
143,4:38:32.0 PM,0:02:02.081000,26.7,4.1,8.6,206,463,578,-6.9,55.2,79.5,53.2,-50.8,28.7,14.5,11.8,665,1.006,,44.7,55.3
144,4:38:34.2 PM,0:02:02.675000,26.7,4.08,9.7,207,466,574,-12.6,48.4,81.3,54.2,-51.9,29.3,15.5,11.6,683,1.034,,46,54
145,4:38:36.5 PM,0:02:02.649000,27,4.08,9.3,196,436,558,-15.4,44.1,79.4,52.1,-50.4,29,15.2,12.2,640,1.021,,45.9,54.1
146,4:38:38.7 PM,0:02:02.508000,28,4.08,8.7,221,474,568,-14.1,47.3,83.1,55.4,-53.4,29.7,15.5,12.1,655,0.961,,44.8,55.2
147,4:38:40.9 PM,0:02:00.777000,26.3,4.14,9.2,192,438,556,-15.9,45.6,81.9,52.1,-53.3,28.6,16.9,12.9,716,0.855,,37.5,62.5
148,4:38:43.1 PM,0:02:01.711000,27.6,4.11,8.7,208,452,540,-8.9,53,80,53.7,-51.3,28.7,14.6,11.7,689,0.989,,45.5,54.5
149,4:38:45.3 PM,0:02:03.167000,27.2,4.06,9.4,208,458,570,-13.5,47.1,79.7,55.7,-51,28.7,13.2,10.9,723,0.898,,40.7,59.3
150,4:38:47.5 PM,0:02:02.103000,27.2,4.09,9.6,162,358,465,-8.8,53,79.8,49.4,-51.1,28.7,19,11.5,702,0.871,,39.5,60.5
