Athlete,vespoli usa,,,,,,,,,,,,,,,,,,,,
Date,"Mon, Apr 27 2026",,,,,,,,,,,,,,,,,,,,
Interval,7,,,,,,,,,,,,,,,,,,,,
Start Time,4:33:10.8 PM,,,,,,,,,,,,,,,,,,,,
End Time,4:44:18.2 PM,,,,,,,,,,,,,,,,,,,,
Duration,0:11:07.3,,,,,,,,,,,,,,,,,,,,
Distance,2825 m,,,,,,,,,,,,,,,,,,,,
Class,4+,,,,,,,,,,,,,,,,,,,,
Shell,1,,,,,,,,,,,,,,,,,,,,
Seat,B,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Stroke,Timestamp,Split,SPM,Speed (m/s),DPS (m),Power (W),Work (J),Peak N,Peak °,Peak %,Length (°),Connection (°),Catch (°),Release (°),Slip (°),Wash (°),Check (ms),Drive Time (s),HR (bpm),Drive %,Recovery %
11,4:33:34.7 PM,0:01:57.479000,26,4.26,10,225,519,573,-7.5,52.5,89,65.4,-54.2,34.8,16.9,6.7,867,0.827,,35.8,64.2
12,4:33:37.0 PM,0:01:55.583000,24.4,4.33,10.4,208,512,571,-8.7,54.1,87.6,65.5,-56.1,31.5,17.2,4.9,835,0.959,,39,61
13,4:33:39.5 PM,0:01:56.655000,24.8,4.29,10.2,239,578,645,-4.5,57.1,88.1,66,-54.8,33.3,15.2,6.9,668,1.126,,46.6,53.4
14,4:33:41.9 PM,0:01:56.123000,26.5,4.31,10.2,237,538,616,-7.9,53.5,87.6,65.4,-54.7,32.8,15.3,6.9,745,0.945,,41.7,58.3
15,4:33:44.1 PM,0:01:55.511000,24.2,4.33,10.4,179,442,523,-4.2,59.2,88.9,60.1,-56.8,32.1,22.9,5.9,653,0.944,,38.1,61.9
16,4:33:46.6 PM,0:01:56.547000,24.4,4.29,10.3,213,523,631,-2.6,59,88.4,61.7,-54.8,33.6,17.8,8.9,669,1.155,,47,53
17,4:33:49.1 PM,0:01:56.638000,28.1,4.29,9.4,243,518,545,-1.4,61.5,89.4,66.1,-56.4,33,15.1,8.2,518,0.92,,43.1,56.9
18,4:33:51.2 PM,0:01:56.753000,26.2,4.28,9.7,243,558,608,-5.7,55.3,90.4,68.4,-55.7,34.7,14.9,7,659,0.948,,41.4,58.6
19,4:33:53.5 PM,0:01:58.296000,26.7,4.23,9.7,223,502,586,-2.1,58.3,89.4,61.4,-54.2,35.2,19,9,747,0.856,,38.1,61.9
20,4:33:55.7 PM,0:01:56.225000,25.8,4.3,10.5,220,512,577,-7.4,53.5,88.9,64.3,-55,33.9,15.6,9,681,0.945,,40.7,59.3
21,4:33:58.1 PM,0:01:54.584000,26.5,4.36,9.9,261,590,656,-6.9,54.7,92.5,68.4,-57.4,35.1,13.8,10.3,644,0.93,,41.1,58.9
22,4:34:00.3 PM,0:01:55.900000,26.2,4.31,9.6,244,559,583,-7,53.7,93.6,68.5,-57.2,36.4,15.7,9.4,694,1.004,,43.8,56.2
23,4:34:02.6 PM,0:01:55.439000,26.3,4.33,9.8,191,436,473,-5.8,54.6,89.3,60,-54.6,34.8,20.1,9.2,716,0.899,,39.4,60.6
24,4:34:04.9 PM,0:01:54.674000,26.3,4.36,10.5,232,529,616,-3.4,58.8,91.9,63.9,-57.5,34.4,21.5,6.5,726,0.84,,36.8,63.2
25,4:34:07.2 PM,0:01:55.341000,25,4.33,10.1,220,528,615,-4.9,57.1,89.5,64.9,-56,33.5,17.9,6.7,698,1.063,,44.3,55.7
26,4:34:09.6 PM,0:01:55.525000,26.8,4.33,10,235,526,578,-5.9,56.3,88.7,64.7,-55.9,32.8,16.7,7.3,661,0.928,,41.5,58.5
27,4:34:11.8 PM,0:01:53.261000,26.5,4.41,10.3,265,601,654,-8.1,54.7,93.3,70.1,-59.2,34.1,17,6.3,635,0.959,,42.3,57.7
28,4:34:14.1 PM,0:01:54.880000,25.6,4.35,9.7,211,494,541,-2.9,58,91.1,64.8,-55.7,35.4,16.7,9.6,624,0.961,,41,59
29,4:34:16.4 PM,0:01:56.153000,26.5,4.3,9.5,227,515,541,-5.2,55,89.1,63,-54.3,34.8,18.1,8,674,0.957,,42.2,57.8
30,4:34:18.7 PM,0:01:55.428000,25.7,4.33,10.2,264,616,669,-7.6,54.1,92.7,72.6,-57.8,34.9,13.5,6.6,629,1.006,,43,57
31,4:34:21.0 PM,0:01:56.878000,26.3,4.28,9.9,232,530,555,-1.6,59.7,91.3,67,-56.1,35.3,15.4,8.9,695,0.931,,40.8,59.2
32,4:34:23.3 PM,0:01:57.203000,25.7,4.27,9.7,256,598,670,-7.9,55.3,91.1,69,-58.2,32.9,14.4,7.7,730,0.93,,39.8,60.2
33,4:34:25.7 PM,0:01:56.357000,26.1,4.3,10.4,251,577,662,-8.2,53.3,89.2,67.3,-55.8,33.4,15.1,6.8,609,1.007,,43.8,56.2
34,4:34:28.0 PM,0:01:54.967000,25.8,4.35,10.7,240,557,624,-5,57.7,91.8,67.6,-58,33.8,15.3,8.9,722,1.021,,43.9,56.1
35,4:34:30.3 PM,0:01:54.728000,26.2,4.36,9.7,182,417,499,-3.4,59.5,87.7,55.6,-55.6,32.1,26.4,5.7,775,1.004,,43.8,56.2
36,4:34:32.6 PM,0:01:54.612000,25,4.36,10.7,189,453,535,-2.9,59,86.6,57.3,-54.1,32.6,22.5,6.9,711,1.065,,44.4,55.6
37,4:34:35.0 PM,0:01:55.453000,26.8,4.33,9.4,235,524,620,-7.5,54.8,89.6,64.3,-56.6,32.9,16.6,8.6,629,0.915,,40.9,59.1
38,4:34:37.2 PM,0:01:58.438000,25.8,4.22,9.6,236,549,650,-10.4,52.3,92.2,65.9,-58.7,33.5,15,11.2,715,1.006,,43.3,56.7
39,4:34:39.5 PM,0:01:59.775000,25.5,4.17,9.8,214,504,596,-7.9,54.5,88.5,63.5,-56.2,32.3,17,8,710,1.021,,43.4,56.6
40,4:34:41.9 PM,0:01:59.651000,26,4.18,10,245,567,619,-7.6,55.1,90.4,67.9,-57.4,33,15.5,7,695,0.93,,40.3,59.7
41,4:34:44.2 PM,0:02:00.004000,26,4.17,9.2,253,584,652,-8.7,53.8,91.1,67.6,-57.7,33.4,14.9,8.5,671,0.974,,42.2,57.8
42,4:34:46.5 PM,0:02:00.607000,26.3,4.15,9.5,223,509,581,-4,57.7,93.5,64.2,-57.9,35.6,18,11.2,710,1.036,,45.4,54.6
43,4:34:48.8 PM,0:01:59.683000,25.6,4.18,10.4,239,560,603,-4.6,58,92.3,68,-58.1,34.1,14.2,10.1,601,0.976,,41.7,58.3
44,4:34:51.1 PM,0:01:59.398000,26.5,4.19,9.4,256,580,610,-8.1,55.2,92.8,67.7,-59.2,33.5,16.2,8.9,615,0.945,,41.7,58.3
45,4:34:53.4 PM,0:01:59.232000,26.5,4.19,9.3,226,513,553,-12.3,49.8,92.3,65,-58.3,34,16.7,10.6,666,1.004,,44.3,55.7
46,4:34:55.7 PM,0:01:58.598000,26.7,4.22,9.8,242,544,552,-7.2,52.3,91.8,64.2,-55.3,36.5,15.3,12.3,690,0.976,,43.4,56.6
47,4:34:57.9 PM,0:01:59.569000,26.5,4.18,9.6,254,576,650,-6.6,55.8,92.1,68.5,-57.9,34.2,15.4,8.2,746,0.946,,41.7,58.3
48,4:35:00.2 PM,0:02:00.313000,27,4.16,9,282,625,667,-8.7,51.2,93.1,69.5,-56.4,36.7,13.3,10.2,708,1.006,,45.3,54.7
49,4:35:02.4 PM,0:02:00.466000,27.6,4.15,8.7,292,634,723,-7.3,54,92.1,71.1,-57.1,35.1,12.6,8.4,656,0.975,,44.8,55.2
50,4:35:04.6 PM,0:02:01.291000,27,4.12,9.1,295,656,719,-11.1,52,93.2,71.1,-59.5,33.7,13.9,8.1,671,0.901,,40.6,59.4
51,4:35:06.8 PM,0:02:00.751000,26.7,4.14,9.7,271,610,667,-8.5,53,94.3,68.8,-58.5,35.8,16.4,9.1,691,1.007,,44.8,55.2
52,4:35:09.0 PM,0:01:59.302000,26.9,4.19,10,240,537,585,-5.7,58.3,95.8,69.9,-61.6,34.2,18,7.8,698,0.944,,42.3,57.7
53,4:35:11.3 PM,0:01:57.391000,26.9,4.26,9.5,273,609,663,-9.1,52.6,95.3,70.1,-59.2,36.1,16.7,8.5,706,0.974,,43.6,56.4
54,4:35:13.5 PM,0:01:56.385000,26.5,4.3,9.4,252,571,671,-6.5,56.3,91.3,71.3,-57.9,33.4,14,6,696,1.006,,44.4,55.6
55,4:35:15.8 PM,0:01:56.458000,26.5,4.29,10.4,265,599,672,-9.6,51.2,92.4,70,-56.9,35.6,14.4,8.1,727,0.929,,41,59
56,4:35:18.0 PM,0:01:55.232000,25,4.34,10.3,230,551,600,-9.1,53.6,91.8,70.8,-58.3,33.5,13.2,7.8,718,1.004,,41.8,58.2
57,4:35:20.4 PM,0:01:57.009000,26.1,4.27,9.2,212,487,544,-9.2,53.1,93.1,63.4,-58.6,34.5,21.6,8.1,705,1.033,,45,55
58,4:35:22.7 PM,0:01:56.707000,28,4.28,9.1,231,495,559,-10.4,50.6,95,67.1,-58.4,36.6,16.8,11.1,674,0.991,,46.2,53.8
59,4:35:24.9 PM,0:01:57.321000,26.3,4.26,9.6,221,504,532,-8.1,52.8,98.1,69.4,-59.8,38.3,16.7,11.9,682,0.944,,41.4,58.6
60,4:35:27.2 PM,0:01:59.049000,26,4.2,9.7,236,547,610,-6.9,56.1,93.1,71.5,-59.2,33.9,13.5,8.1,669,1.02,,44.1,55.9
61,4:35:29.5 PM,0:01:59.634000,27,4.18,9.5,205,454,514,-6.8,55.4,92,59.3,-57.7,34.3,24,8.7,722,1.021,,46,54
62,4:35:31.7 PM,0:01:59.534000,26,4.18,9.8,226,522,603,-7.4,54.3,90.6,65.8,-56.6,34,14.7,10.2,711,0.962,,41.6,58.4
63,4:35:34.0 PM,0:01:58.201000,26.7,4.23,9.8,211,474,556,-3.1,58.5,93.6,58.3,-57.8,35.8,24.3,10.9,726,1.021,,45.4,54.6
64,4:35:36.2 PM,0:01:59.633000,25.7,4.18,9.3,232,543,620,-8.8,54,91.5,69.3,-58.2,33.3,14.5,7.8,737,0.96,,41,59
65,4:35:38.6 PM,0:02:00.112000,25.8,4.16,9.8,236,549,572,-13.4,46.7,90.8,64.5,-55.7,35.1,14.2,12.1,667,0.945,,40.6,59.4
66,4:35:40.9 PM,0:01:58.408000,26.9,4.22,9.8,264,590,653,-8.3,53.6,93.1,72.5,-58.2,34.9,13.4,7.2,639,0.959,,42.9,57.1
67,4:35:43.1 PM,0:01:59.526000,25.8,4.18,9.8,213,496,533,-6.5,56.4,95.4,63.8,-60.3,35.1,22.5,9.1,722,0.947,,40.7,59.3
68,4:35:45.5 PM,0:01:59.265000,26.1,4.19,9,245,562,624,-10.6,50.8,93.8,69,-58.2,35.6,14.1,10.8,680,0.976,,42.5,57.5
69,4:35:47.8 PM,0:01:59.495000,26.2,4.18,10,227,521,566,-5.7,55.5,94.7,67.6,-58.3,36.4,18.1,8.9,647,1.035,,45.1,54.9
70,4:35:50.1 PM,0:01:58.582000,25.5,4.22,10.5,185,436,523,-14,49.8,92.7,56.7,-60.2,32.5,26.4,9.6,664,0.988,,42,58
71,4:35:52.4 PM,0:01:58.269000,25.6,4.23,10,204,479,501,-14.2,49,92.4,71.8,-59.5,32.9,13.4,7.1,558,1.064,,45.5,54.5
72,4:35:54.8 PM,0:01:56.336000,27,4.3,9.7,234,519,593,-5.3,56.1,89.9,64.6,-55.7,34.1,18.4,6.8,714,0.945,,42.6,57.4
73,4:35:57.0 PM,0:01:52.933000,26.7,4.43,10.5,243,548,637,-8.3,53.1,92.3,67.3,-57.3,35,13.6,11.4,707,0.895,,39.8,60.2
74,4:35:59.2 PM,0:01:53.291000,26.5,4.41,10.1,220,499,568,-6.3,54.9,92.8,69.2,-57.3,35.5,13.5,10.1,658,0.914,,40.4,59.6
75,4:36:01.5 PM,0:01:53.121000,26.3,4.42,9.9,251,573,620,-8.9,51.8,92.9,68.7,-57,35.9,14.4,9.9,652,0.901,,39.5,60.5
76,4:36:03.8 PM,0:01:51.963000,26.1,4.47,10.3,236,541,611,-15.5,45.1,91.3,66,-56.7,34.6,15.9,9.5,720,0.87,,37.9,62.1
77,4:36:06.1 PM,0:01:53.829000,27.2,4.39,9.1,236,521,545,-11.6,48.8,94.6,64.9,-57.8,36.8,19.7,9.9,716,0.856,,38.8,61.2
78,4:36:08.3 PM,0:01:54.129000,27,4.38,10.6,248,550,606,-7.4,52.9,94.9,69,-57.6,37.3,14.9,11,618,0.947,,42.7,57.3
79,4:36:10.5 PM,0:01:52.132000,26.5,4.46,10.4,256,581,616,-9.2,53.2,92.1,70.6,-58.2,33.8,15,6.5,666,0.931,,41.1,58.9
80,4:36:12.8 PM,0:01:51.426000,26.8,4.49,10.7,254,568,616,-8.2,54.3,92.1,69.5,-58.2,33.9,16.1,6.5,672,0.856,,38.3,61.7
81,4:36:15.0 PM,0:01:49.151000,27.8,4.58,9.1,250,539,609,-9.8,53.4,90.7,68.2,-58.2,32.4,16.1,6.4,675,0.855,,39.6,60.4
82,4:36:17.1 PM,0:01:50.517000,27.2,4.52,9.3,191,421,411,-1.6,62.3,93.5,64,-59.9,33.6,19,10.5,642,0.884,,40.1,59.9
83,4:36:19.4 PM,0:01:52.574000,26.8,4.44,9.8,247,553,573,-7.4,56.7,92,68,-59.6,32.4,13.3,10.6,677,0.899,,40.2,59.8
84,4:36:21.6 PM,0:01:54.424000,27.6,4.37,9.6,237,515,523,-10.1,50.3,96.4,70.7,-58.6,37.8,14.1,11.6,701,0.93,,42.8,57.2
85,4:36:23.8 PM,0:01:55.744000,26.7,4.32,10.5,238,536,578,-12.2,50.2,92.3,72.6,-58.5,33.8,13.1,6.5,650,0.929,,41.3,58.7
86,4:36:26.0 PM,0:01:51.979000,26.9,4.47,10.2,255,569,585,-8.5,53.1,95.8,69,-59.4,36.4,15,11.9,625,0.9,,40.3,59.7
87,4:36:28.2 PM,0:01:51.661000,26.3,4.48,9.8,223,509,582,-6.6,56.3,93.4,68.2,-59.1,34.3,14.2,10.9,679,0.961,,42.1,57.9
88,4:36:30.5 PM,0:01:51.293000,26.8,4.49,10,205,459,511,-3.1,56.8,88.5,59.2,-53.3,35.2,19.5,9.8,734,0.871,,39,61
89,4:36:32.8 PM,0:01:50.877000,25.8,4.51,10.5,179,416,456,-2.1,61.7,91.3,58.2,-58.4,32.8,24.8,8.3,660,0.975,,42,58
90,4:36:35.1 PM,0:01:53.079000,26.5,4.42,9.8,234,530,567,-4.8,56.8,91.7,68,-56.9,34.8,15.6,8,577,0.944,,41.7,58.3
91,4:36:37.4 PM,0:01:53.318000,27.4,4.41,9.8,226,494,593,0.9,63.3,90.3,63.9,-56.2,34.1,18.6,7.8,682,1.02,,46.6,53.4
92,4:36:39.5 PM,0:01:52.935000,26.7,4.43,9.7,254,572,585,-2.9,58.5,94.8,68.5,-58.3,36.4,14.9,11.3,689,0.929,,41.3,58.7
93,4:36:41.8 PM,0:01:54.057000,26.7,4.38,10.2,263,591,622,-11.9,50.4,95.4,73.8,-60,35.4,12.9,8.8,684,0.927,,41.2,58.8
94,4:36:44.0 PM,0:01:52.761000,26.6,4.43,9.9,211,475,501,-12.5,47.5,94.4,62.4,-57.3,37.1,19.4,12.7,680,0.887,,39.4,60.6
95,4:36:46.3 PM,0:01:53.311000,26.8,4.41,9.5,248,555,604,-9.7,50.3,95.4,70.2,-57.7,37.7,14.8,10.4,678,0.889,,39.7,60.3
96,4:36:48.5 PM,0:01:53.820000,26.5,4.39,10.2,229,519,582,-5.1,55.6,91.8,65.6,-56.1,35.6,15.4,10.7,692,0.886,,39.2,60.8
97,4:36:50.8 PM,0:01:52.042000,27,4.46,10.4,232,516,548,-6.3,55.4,94.5,68.6,-58.7,35.8,15.8,10.1,668,1.007,,45.4,54.6
98,4:36:53.0 PM,0:01:51.432000,26.1,4.49,10.3,216,495,526,-5.8,57.5,96.6,68.8,-61.4,35.2,18.1,9.7,697,0.957,,41.7,58.3
99,4:36:55.3 PM,0:01:50.763000,27.8,4.51,9.1,287,620,672,-7.1,55.5,91.6,69.7,-57.9,33.8,14.4,7.5,662,0.944,,43.7,56.3
100,4:36:57.5 PM,0:01:51.641000,26.8,4.48,9.8,277,620,648,-11.4,51.5,92.6,73,-59.1,33.5,12.7,6.9,716,0.992,,44.4,55.6
101,4:36:59.7 PM,0:01:52.482000,29,4.45,9.2,297,614,670,-9.4,52.6,93.1,69.4,-58.4,34.8,16.1,7.6,660,0.87,,42,58
102,4:37:01.8 PM,0:01:54.180000,26.2,4.38,10.4,233,533,565,-7.9,55.2,90.9,66.7,-58.1,32.9,16.7,7.6,666,1.094,,47.7,52.3
103,4:37:04.1 PM,0:01:52.753000,28,4.43,9.9,256,549,567,-7.1,55.8,92.3,72,-58.6,33.6,15.1,5.2,686,0.944,,44,56
104,4:37:06.2 PM,0:01:49.796000,26.3,4.55,10.2,265,604,630,-10.4,52.6,92.8,69.7,-59.1,33.6,15.4,7.6,648,0.958,,42,58
105,4:37:08.5 PM,0:01:51.096000,28.2,4.5,9,298,634,673,-7.6,56.6,92.4,71.1,-59.9,32.5,14.8,6.5,715,0.976,,45.8,54.2
106,4:37:10.6 PM,0:01:50.545000,28,4.52,10.3,239,512,506,-13.2,49.4,98.6,63.3,-61.9,36.7,23.4,11.9,651,0.885,,41.3,58.7
107,4:37:12.8 PM,0:01:50.151000,27.8,4.54,10.2,229,494,554,-2.4,57.8,94.9,65,-57.2,37.7,18.4,11.5,695,0.961,,44.5,55.5
108,4:37:14.9 PM,0:01:50.462000,27.2,4.53,10.4,267,589,653,-7.7,54.9,93.3,69.3,-58.9,34.4,15,9,631,0.871,,39.5,60.5
109,4:37:17.1 PM,0:01:49.810000,27,4.55,9,208,461,519,-2.2,58.7,97.4,58.9,-59.4,38.1,25.9,12.7,644,0.9,,40.6,59.4
110,4:37:19.4 PM,0:01:52.396000,26.7,4.45,9.1,208,469,568,-6.5,56.4,91.6,68.2,-58.1,33.4,15,8.3,635,0.931,,41.4,58.6
111,4:37:21.6 PM,0:01:56.168000,26.6,4.3,9.5,266,600,634,-13.1,48.6,92.4,70.8,-58.1,34.4,14.1,7.6,551,0.993,,44.1,55.9
112,4:37:23.9 PM,0:01:58.565000,27.6,4.22,9.5,263,572,580,-6,57,93.3,68,-59.2,34.1,17,8.2,678,1.006,,46.3,53.7
113,4:37:26.0 PM,0:01:58.470000,27,4.22,10,244,542,610,-6,57,90.2,66.6,-57.4,32.8,16.1,7.5,729,0.947,,42.7,57.3
114,4:37:28.3 PM,0:01:57.400000,27.1,4.26,9.5,254,563,575,-8.7,53.7,91.8,70.4,-58,33.8,13.4,8,671,0.958,,43.2,56.8
115,4:37:30.5 PM,0:01:55.856000,27.2,4.32,8.8,235,519,573,-9.4,51.3,92.9,66.2,-57.1,35.8,16.3,10.5,707,0.946,,42.8,57.2
116,4:37:32.7 PM,0:01:55.596000,27.6,4.33,9.8,266,578,654,-6.9,56.2,90.8,68.7,-58,32.8,13.5,8.6,687,0.974,,44.8,55.2
117,4:37:34.8 PM,0:01:55.161000,26.9,4.34,10.1,244,544,578,-13.7,46.6,90.4,65.5,-55.9,34.6,16.1,8.8,671,0.988,,44.2,55.8
118,4:37:37.1 PM,0:01:53.160000,27.8,4.42,9.5,229,494,564,-4.6,57.9,90.5,64.8,-57,33.5,17.2,8.6,702,0.989,,45.8,54.2
119,4:37:39.2 PM,0:01:53.763000,26.6,4.4,9.4,251,565,635,-14.9,45.8,92.3,68,-57.1,35.1,15.5,8.7,679,0.946,,42,58
120,4:37:41.5 PM,0:01:54.338000,27,4.37,9.1,221,492,524,-13.6,46.4,91.7,63.2,-56.1,35.6,20.6,7.8,701,0.991,,44.6,55.4
121,4:37:43.7 PM,0:01:55.471000,26.7,4.33,10.2,232,523,580,-7.7,54.8,91.8,69.8,-58.1,33.7,13.4,8.5,666,0.99,,44,56
122,4:37:46.0 PM,0:01:55.641000,26.6,4.32,10.1,245,553,609,-5.7,57.2,92.8,71.6,-58.8,34,13.7,7.5,614,1.022,,45.4,54.6
123,4:37:48.2 PM,0:01:54.851000,27.4,4.35,9.4,254,556,576,-10.1,50.2,93.4,68.4,-57,36.4,14.3,10.7,639,0.914,,41.8,58.2
124,4:37:50.4 PM,0:01:53.788000,27.2,4.39,9.5,254,558,582,-8.4,55.3,92.6,68.3,-59.6,33,16.6,7.7,679,0.912,,41.4,58.6
125,4:37:52.6 PM,0:01:54.638000,27,4.36,9,257,570,635,-10.2,49.4,95.5,67.9,-57.4,38.1,14.9,12.8,651,0.96,,43.2,56.8
126,4:37:54.8 PM,0:01:56.503000,26.5,4.29,9.9,219,497,569,-3.9,56.1,91.2,64.1,-55.1,36.1,16.7,10.4,709,0.931,,41.1,58.9
127,4:37:57.1 PM,0:01:56.950000,27,4.28,9.1,222,493,532,-5.8,55.1,94.9,66.2,-58.1,36.8,16.6,12.1,699,0.947,,42.6,57.4
128,4:37:59.3 PM,0:01:59.305000,27.1,4.19,9.1,250,554,638,-11.9,50.5,94.2,68.6,-59.4,34.8,14.6,11,649,0.929,,41.9,58.1
129,4:38:01.5 PM,0:01:59.622000,27.8,4.18,9,225,486,542,-1.4,59.7,89.8,62,-55,34.8,18.5,9.3,711,0.933,,43.2,56.8
130,4:38:03.7 PM,0:02:00.119000,27.4,4.16,9.7,252,551,592,-6.7,55.7,93.3,69.2,-58.7,34.6,13.6,10.5,662,0.93,,42.5,57.5
131,4:38:05.9 PM,0:01:58.946000,27.2,4.2,9.9,257,567,614,-9.2,51.1,95.2,68.2,-57.9,37.3,15.7,11.3,653,0.946,,42.9,57.1
132,4:38:08.1 PM,0:01:56.942000,27.4,4.28,9.3,243,532,581,-2.7,58.6,93.8,68.4,-57.7,36.1,15.8,9.6,752,0.885,,40.4,59.6
133,4:38:10.3 PM,0:01:56.192000,27.2,4.3,9.1,274,604,640,-7.1,52.9,97.3,73.3,-58.5,38.8,13.3,10.7,724,0.915,,41.5,58.5
134,4:38:12.5 PM,0:01:55.193000,27,4.34,9.9,257,572,625,-11.4,48.7,96.8,68.9,-58.5,38.3,14.7,13.1,701,0.988,,44.5,55.5
135,4:38:14.7 PM,0:01:57.167000,27.2,4.27,9.6,240,528,585,-3.7,57,92,69.3,-56.1,35.9,14.3,8.5,677,1.004,,45.6,54.4
136,4:38:16.9 PM,0:01:56.418000,27.2,4.29,9.7,239,527,571,-5.1,58.2,97.1,71,-61.6,35.4,18.2,7.9,674,1.019,,46.2,53.8
137,4:38:19.1 PM,0:01:55.933000,26.7,4.31,9.2,256,575,619,-8.9,50.3,97.6,71.1,-57.9,39.7,14,12.5,637,0.931,,41.4,58.6
138,4:38:21.4 PM,0:01:57.436000,26.7,4.26,9.3,283,636,694,-11.9,49.3,95.9,71.8,-59.1,36.8,13,11.2,605,0.945,,42,58
139,4:38:23.6 PM,0:01:58.117000,26.7,4.23,9.5,242,544,579,-12.6,50.4,96.3,73.2,-61.1,35.2,12.8,10.2,664,1.049,,46.6,53.4
140,4:38:25.9 PM,0:01:59.299000,27.2,4.19,9.3,218,482,523,-6,54.9,94.8,68.1,-58,36.8,15.9,10.7,646,0.946,,42.9,57.1
141,4:38:28.1 PM,0:02:00.571000,26.8,4.15,9.1,242,541,599,-8,54.7,94.4,69.9,-59.6,34.8,14.4,10.1,639,0.973,,43.5,56.5
142,4:38:30.3 PM,0:02:02.268000,27,4.09,7.7,225,499,540,-8.9,50.4,94.2,64.7,-56.4,37.8,17.7,11.9,691,0.963,,43.4,56.6
143,4:38:32.5 PM,0:02:04.938000,26.5,4,9,246,558,585,-8,52.5,96.7,71.6,-58.7,37.9,13,12.1,629,1.021,,45.1,54.9
144,4:38:34.8 PM,0:02:04.652000,27.2,4.01,9.6,235,519,587,-10.2,52.4,92.3,68.9,-58.5,33.8,15.4,8,654,0.9,,40.8,59.2
145,4:38:37.0 PM,0:02:04.231000,27,4.02,9.4,264,586,641,-10.5,52,90.4,70,-57.5,32.9,13.9,6.5,673,0.957,,43.1,56.9
146,4:38:39.2 PM,0:02:02.434000,26.9,4.08,8.3,220,491,547,-8.2,52.5,91.8,64.2,-56.3,35.4,17.4,10.1,682,1.034,,46.3,53.7
147,4:38:41.4 PM,0:02:03.386000,27.6,4.05,8,184,400,434,-9.2,51.5,95.8,60.7,-58.6,37.2,22.2,13,658,0.914,,42,58
148,4:38:43.6 PM,0:02:06.011000,26.7,3.97,8.3,239,538,598,-12.1,49.5,91.6,68.9,-57.5,34.1,14.2,8.5,655,1.05,,46.6,53.4
149,4:38:45.9 PM,0:02:07.269000,28.2,3.93,9.2,256,545,589,-10,50.3,97.3,67.4,-58.9,38.4,16.5,13.4,678,0.989,,46.4,53.6
150,4:38:48.0 PM,0:02:04.971000,26.5,4,10.1,232,525,539,-13,48,93.1,66.4,-57.7,35.4,16.1,10.5,653,0.915,,40.4,59.6
151,4:38:50.3 PM,0:01:59.789000,27.6,4.17,8.6,245,534,561,-5.1,59.4,95.2,67.5,-61.7,33.5,20.4,7.2,668,0.977,,44.9,55.1
